許可證字號,中文品名,英文品名,適應症,劑型,主成分略述,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000809號,瑞和密爾諾芯管,LEVEMIR PENFILL,糖尿病。,注射劑,INSULIN DETEMIR,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000809號,瑞和密爾諾芯管,LEVEMIR PENFILL,糖尿病。,注射劑,INSULIN DETEMIR,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000810號,瑞和密爾諾易筆,LEVEMIR FLEX PEN,糖尿病: 治療患有糖尿病的成人、青少年及1歲以上兒童。,注射劑,INSULIN DETEMIR,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000810號,瑞和密爾諾易筆,LEVEMIR FLEX PEN,糖尿病: 治療患有糖尿病的成人、青少年及1歲以上兒童。,注射劑,INSULIN DETEMIR,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000810號,瑞和密爾諾易筆,LEVEMIR FLEX PEN,糖尿病: 治療患有糖尿病的成人、青少年及1歲以上兒童。,注射劑,INSULIN DETEMIR,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000811號,沛兒肺炎球菌七價接合型疫苗─針筒裝注射劑,Prevenar Suspension for Injection in Pre-filled Syringe,預防莢膜血清型(4、6B、9V、14、18C、19F和23F)的肺炎鏈球菌所引起的侵入性疾病及2歲以下該七型肺炎鏈球菌引起的中耳炎。,注射劑,,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000811號,沛兒肺炎球菌七價接合型疫苗─針筒裝注射劑,Prevenar Suspension for Injection in Pre-filled Syringe,預防莢膜血清型(4、6B、9V、14、18C、19F和23F)的肺炎鏈球菌所引起的侵入性疾病及2歲以下該七型肺炎鏈球菌引起的中耳炎。,注射劑,,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000811號,沛兒肺炎球菌七價接合型疫苗─針筒裝注射劑,Prevenar Suspension for Injection in Pre-filled Syringe,預防莢膜血清型(4、6B、9V、14、18C、19F和23F)的肺炎鏈球菌所引起的侵入性疾病及2歲以下該七型肺炎鏈球菌引起的中耳炎。,注射劑,,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000812號,西那吉斯凍晶注射劑 50 毫克,SYNAGIS INJECTION 50MG,Palivizumab 可作用於RSV 疾病高危險群之幼兒病患，包括支氣管肺發育不全(BPD)嬰兒、早產兒(小於或等於35妊娠週)，及患有血液動力學上顯著之先天性心臟病(CHD)幼兒族群，預防因RSV感染所引起之嚴重下呼吸道疾病。,凍晶注射劑,PALIVIZUMAB,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000812號,西那吉斯凍晶注射劑 50 毫克,SYNAGIS INJECTION 50MG,Palivizumab 可作用於RSV 疾病高危險群之幼兒病患，包括支氣管肺發育不全(BPD)嬰兒、早產兒(小於或等於35妊娠週)，及患有血液動力學上顯著之先天性心臟病(CHD)幼兒族群，預防因RSV感染所引起之嚴重下呼吸道疾病。,凍晶注射劑,PALIVIZUMAB,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000812號,西那吉斯凍晶注射劑 50 毫克,SYNAGIS INJECTION 50MG,Palivizumab 可作用於RSV 疾病高危險群之幼兒病患，包括支氣管肺發育不全(BPD)嬰兒、早產兒(小於或等於35妊娠週)，及患有血液動力學上顯著之先天性心臟病(CHD)幼兒族群，預防因RSV感染所引起之嚴重下呼吸道疾病。,凍晶注射劑,PALIVIZUMAB,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000813號,西那吉斯凍晶注射劑 100 毫克,SYNAGIS INJECTION 100MG,Palivizumab 可作用於RSV 疾病高危險群之幼兒病患，包括支氣管肺發育不全(BPD)嬰兒、早產兒(小於或等於35妊娠週)，及患有血液動力學上顯著之先天性心臟病(CHD)幼兒族群，預防因RSV感染所引起之嚴重下呼吸道疾病。,凍晶注射劑,PALIVIZUMAB,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000813號,西那吉斯凍晶注射劑 100 毫克,SYNAGIS INJECTION 100MG,Palivizumab 可作用於RSV 疾病高危險群之幼兒病患，包括支氣管肺發育不全(BPD)嬰兒、早產兒(小於或等於35妊娠週)，及患有血液動力學上顯著之先天性心臟病(CHD)幼兒族群，預防因RSV感染所引起之嚴重下呼吸道疾病。,凍晶注射劑,PALIVIZUMAB,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000813號,西那吉斯凍晶注射劑 100 毫克,SYNAGIS INJECTION 100MG,Palivizumab 可作用於RSV 疾病高危險群之幼兒病患，包括支氣管肺發育不全(BPD)嬰兒、早產兒(小於或等於35妊娠週)，及患有血液動力學上顯著之先天性心臟病(CHD)幼兒族群，預防因RSV感染所引起之嚴重下呼吸道疾病。,凍晶注射劑,PALIVIZUMAB,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000814號,派樂能簡便注射筆 150μg/Pen,Peg-Intron Redipen 150μg/Pen,用於治療慢性C型肝炎。,,PEGINTERFERON ALFA-2b,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000814號,派樂能簡便注射筆 150μg/Pen,Peg-Intron Redipen 150μg/Pen,用於治療慢性C型肝炎。,,PEGINTERFERON ALFA-2b,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000814號,派樂能簡便注射筆 150μg/Pen,Peg-Intron Redipen 150μg/Pen,用於治療慢性C型肝炎。,,PEGINTERFERON ALFA-2b,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000815號,派樂能簡便注射筆 50μg/Pen,Peg-Intron Redipen 50μg/Pen,用於治療慢性C型肝炎。,凍晶乾燥注射劑,PEGINTERFERON ALFA-2b,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000815號,派樂能簡便注射筆 50μg/Pen,Peg-Intron Redipen 50μg/Pen,用於治療慢性C型肝炎。,凍晶乾燥注射劑,PEGINTERFERON ALFA-2b,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000815號,派樂能簡便注射筆 50μg/Pen,Peg-Intron Redipen 50μg/Pen,用於治療慢性C型肝炎。,凍晶乾燥注射劑,PEGINTERFERON ALFA-2b,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000816號,派樂能簡便注射筆 100μg/Pen,Peg-Intron Redipen 100μg/Pen,用於治療慢性C型肝炎。,凍晶乾燥注射劑,PEGINTERFERON ALFA-2b,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000816號,派樂能簡便注射筆 100μg/Pen,Peg-Intron Redipen 100μg/Pen,用於治療慢性C型肝炎。,凍晶乾燥注射劑,PEGINTERFERON ALFA-2b,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000816號,派樂能簡便注射筆 100μg/Pen,Peg-Intron Redipen 100μg/Pen,用於治療慢性C型肝炎。,凍晶乾燥注射劑,PEGINTERFERON ALFA-2b,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000817號,派樂能簡便注射筆 120μg/Pen,Peg-Intron Redipen 120μg/Pen,用於治療慢性C型肝炎。,凍晶乾燥注射劑,PEGINTERFERON ALFA-2b,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000817號,派樂能簡便注射筆 120μg/Pen,Peg-Intron Redipen 120μg/Pen,用於治療慢性C型肝炎。,凍晶乾燥注射劑,PEGINTERFERON ALFA-2b,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000817號,派樂能簡便注射筆 120μg/Pen,Peg-Intron Redipen 120μg/Pen,用於治療慢性C型肝炎。,凍晶乾燥注射劑,PEGINTERFERON ALFA-2b,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000818號,派樂能簡便注射筆 80μg/Pen,Peg-Intron Redipen 80μg/Pen,用於治療慢性C型肝炎。,凍晶乾燥注射劑,PEGINTERFERON ALFA-2b,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000818號,派樂能簡便注射筆 80μg/Pen,Peg-Intron Redipen 80μg/Pen,用於治療慢性C型肝炎。,凍晶乾燥注射劑,PEGINTERFERON ALFA-2b,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000818號,派樂能簡便注射筆 80μg/Pen,Peg-Intron Redipen 80μg/Pen,用於治療慢性C型肝炎。,凍晶乾燥注射劑,PEGINTERFERON ALFA-2b,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000819號,爾必得舒注射液,ERBITUX,Erbitux與FOLFIRI(Folinic acid/5-FU/Irinotecan)合併使用於治療具表皮生長因子受體表現型(EGFR expressing)，KRAS原生型(wild-type)之轉移性直腸結腸癌病患之第一線治療。Erbitux與放射線療法合併使用，治療局部晚期之口咽癌、下咽癌及喉癌患者。Erbitux與內含platinum類之化學療法合併使用，治療復發及/或轉移性頭頸部鱗狀細胞癌患者。,注射劑,"CETUXIMAB, CHIMERIC ANTIBODY",,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000819號,爾必得舒注射液,ERBITUX,Erbitux與FOLFIRI(Folinic acid/5-FU/Irinotecan)合併使用於治療具表皮生長因子受體表現型(EGFR expressing)，KRAS原生型(wild-type)之轉移性直腸結腸癌病患之第一線治療。Erbitux與放射線療法合併使用，治療局部晚期之口咽癌、下咽癌及喉癌患者。Erbitux與內含platinum類之化學療法合併使用，治療復發及/或轉移性頭頸部鱗狀細胞癌患者。,注射劑,"CETUXIMAB, CHIMERIC ANTIBODY",,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000819號,爾必得舒注射液,ERBITUX,Erbitux與FOLFIRI(Folinic acid/5-FU/Irinotecan)合併使用於治療具表皮生長因子受體表現型(EGFR expressing)，KRAS原生型(wild-type)之轉移性直腸結腸癌病患之第一線治療。Erbitux與放射線療法合併使用，治療局部晚期之口咽癌、下咽癌及喉癌患者。Erbitux與內含platinum類之化學療法合併使用，治療復發及/或轉移性頭頸部鱗狀細胞癌患者。,注射劑,"CETUXIMAB, CHIMERIC ANTIBODY",,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000820號,諾和密斯 30諾易筆 注射劑,NovoMix 30 FlexPen,糖尿病。,注射劑,INSULIN ASPART (INSULIN ASPART: INSULIN ASPART PROTAMINE 30:70),,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000820號,諾和密斯 30諾易筆 注射劑,NovoMix 30 FlexPen,糖尿病。,注射劑,INSULIN ASPART (INSULIN ASPART: INSULIN ASPART PROTAMINE 30:70),,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000820號,諾和密斯 30諾易筆 注射劑,NovoMix 30 FlexPen,糖尿病。,注射劑,INSULIN ASPART (INSULIN ASPART: INSULIN ASPART PROTAMINE 30:70),,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000823號,諾和瑞 諾易筆,NovoRapid FlexPen,糖尿病。,注射劑,INSULIN ASPART,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000823號,諾和瑞 諾易筆,NovoRapid FlexPen,糖尿病。,注射劑,INSULIN ASPART,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000823號,諾和瑞 諾易筆,NovoRapid FlexPen,糖尿病。,注射劑,INSULIN ASPART,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000824號,恩博凍晶注射劑50公絲,Enbrel 50mg powder and solvent for solution for injection,適用於對疾病緩解型抗風濕性藥物(即DMARDs，例如methotrexate) 無適當療效之成人活動性類風濕性關節炎。也適用於先前未使用methotrexate治療之成人中度至重度活動性類風濕性關節炎。這些病人的X光檢查顯示，本品可以減緩疾病造成的關節結構性受損。適用於對疾病緩解型抗風濕性藥物無療效之成人活動性與進行性乾癬性關節炎。治療活動性僵直性脊椎炎。亦適用於對其他全身性治療(包括cyclosporine、methotrexate 或光化療法(PUVA) )無效、有禁忌或無法耐受之中度至重度乾癬成人患者。適用於對其他全身性治療或光化療法無法有效控制或無法耐受之8歲以上兒童及青少年的重度乾癬。,凍晶注射劑,ETANERCEPT,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000824號,恩博凍晶注射劑50公絲,Enbrel 50mg powder and solvent for solution for injection,適用於對疾病緩解型抗風濕性藥物(即DMARDs，例如methotrexate) 無適當療效之成人活動性類風濕性關節炎。也適用於先前未使用methotrexate治療之成人中度至重度活動性類風濕性關節炎。這些病人的X光檢查顯示，本品可以減緩疾病造成的關節結構性受損。適用於對疾病緩解型抗風濕性藥物無療效之成人活動性與進行性乾癬性關節炎。治療活動性僵直性脊椎炎。亦適用於對其他全身性治療(包括cyclosporine、methotrexate 或光化療法(PUVA) )無效、有禁忌或無法耐受之中度至重度乾癬成人患者。適用於對其他全身性治療或光化療法無法有效控制或無法耐受之8歲以上兒童及青少年的重度乾癬。,凍晶注射劑,ETANERCEPT,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000824號,恩博凍晶注射劑50公絲,Enbrel 50mg powder and solvent for solution for injection,適用於對疾病緩解型抗風濕性藥物(即DMARDs，例如methotrexate) 無適當療效之成人活動性類風濕性關節炎。也適用於先前未使用methotrexate治療之成人中度至重度活動性類風濕性關節炎。這些病人的X光檢查顯示，本品可以減緩疾病造成的關節結構性受損。適用於對疾病緩解型抗風濕性藥物無療效之成人活動性與進行性乾癬性關節炎。治療活動性僵直性脊椎炎。亦適用於對其他全身性治療(包括cyclosporine、methotrexate 或光化療法(PUVA) )無效、有禁忌或無法耐受之中度至重度乾癬成人患者。適用於對其他全身性治療或光化療法無法有效控制或無法耐受之8歲以上兒童及青少年的重度乾癬。,凍晶注射劑,ETANERCEPT,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000826號,羅特律輪狀病毒疫苗,ROTARIX,預防輪狀病毒所引起的腸胃炎(G1與非G1血清型如G2、G3、G4和G9)。,凍晶口服懸液劑,HUMAN ROTAVIRUS LIVE ATTENUATED RIX4414 STRAIN,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000826號,羅特律輪狀病毒疫苗,ROTARIX,預防輪狀病毒所引起的腸胃炎(G1與非G1血清型如G2、G3、G4和G9)。,凍晶口服懸液劑,HUMAN ROTAVIRUS LIVE ATTENUATED RIX4414 STRAIN,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000826號,羅特律輪狀病毒疫苗,ROTARIX,預防輪狀病毒所引起的腸胃炎(G1與非G1血清型如G2、G3、G4和G9)。,凍晶口服懸液劑,HUMAN ROTAVIRUS LIVE ATTENUATED RIX4414 STRAIN,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000830號,宜爾凝第八凝血因子凍晶注射劑250IU,ReFacto 250IU,控制和預防A型血友病患者(先天性第八凝血因子缺乏)的出血。,凍晶注射劑,0.9% SODIUM CHLORIDE;;MOROCTOCOG Alfa,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000830號,宜爾凝第八凝血因子凍晶注射劑250IU,ReFacto 250IU,控制和預防A型血友病患者(先天性第八凝血因子缺乏)的出血。,凍晶注射劑,0.9% SODIUM CHLORIDE;;MOROCTOCOG Alfa,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000830號,宜爾凝第八凝血因子凍晶注射劑250IU,ReFacto 250IU,控制和預防A型血友病患者(先天性第八凝血因子缺乏)的出血。,凍晶注射劑,0.9% SODIUM CHLORIDE;;MOROCTOCOG Alfa,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000831號,宜爾凝第八凝血因子凍晶注射劑500IU,ReFacto 500IU,控制和預防A型血友病患者(先天性第八凝血因子缺乏)的出血。,凍晶注射劑,0.9% SODIUM CHLORIDE;;MOROCTOCOG Alfa,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000831號,宜爾凝第八凝血因子凍晶注射劑500IU,ReFacto 500IU,控制和預防A型血友病患者(先天性第八凝血因子缺乏)的出血。,凍晶注射劑,0.9% SODIUM CHLORIDE;;MOROCTOCOG Alfa,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000831號,宜爾凝第八凝血因子凍晶注射劑500IU,ReFacto 500IU,控制和預防A型血友病患者(先天性第八凝血因子缺乏)的出血。,凍晶注射劑,0.9% SODIUM CHLORIDE;;MOROCTOCOG Alfa,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000833號,保妊康匣式注射溶液150國際單位/0.18毫升,Puregon 150I.U./0.18ml solution for injection,1. 無排卵症(包括多囊性卵巢症候群，PCOS)，且對CLOMIPHENE CITRATE之治療無反應之婦女。2.受控制下之卵巢過度刺激，誘導多個濾泡發育，應用在各種人工協助生殖計劃。3.男性方面：因促性腺激素分泌不足所引起的精子生成不足症。,注射劑,FOLLITROPIN BETA,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000833號,保妊康匣式注射溶液150國際單位/0.18毫升,Puregon 150I.U./0.18ml solution for injection,1. 無排卵症(包括多囊性卵巢症候群，PCOS)，且對CLOMIPHENE CITRATE之治療無反應之婦女。2.受控制下之卵巢過度刺激，誘導多個濾泡發育，應用在各種人工協助生殖計劃。3.男性方面：因促性腺激素分泌不足所引起的精子生成不足症。,注射劑,FOLLITROPIN BETA,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000833號,保妊康匣式注射溶液150國際單位/0.18毫升,Puregon 150I.U./0.18ml solution for injection,1. 無排卵症(包括多囊性卵巢症候群，PCOS)，且對CLOMIPHENE CITRATE之治療無反應之婦女。2.受控制下之卵巢過度刺激，誘導多個濾泡發育，應用在各種人工協助生殖計劃。3.男性方面：因促性腺激素分泌不足所引起的精子生成不足症。,注射劑,FOLLITROPIN BETA,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000833號,保妊康匣式注射溶液150國際單位/0.18毫升,Puregon 150I.U./0.18ml solution for injection,1. 無排卵症(包括多囊性卵巢症候群，PCOS)，且對CLOMIPHENE CITRATE之治療無反應之婦女。2.受控制下之卵巢過度刺激，誘導多個濾泡發育，應用在各種人工協助生殖計劃。3.男性方面：因促性腺激素分泌不足所引起的精子生成不足症。,注射劑,FOLLITROPIN BETA,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000834號,保妊康匣式注射溶液900國際單位/1.08毫升,Puregon 900I.U./1.08ml solution for injection,1. 無排卵症(包括多囊性卵巢症候群，PCOS)，且對CLOMIPHENE CITRATE之治療無反應之婦女。2.受控制下之卵巢過度刺激，誘導多個濾泡發育，應用在各種人工協助生殖計劃。3.男性方面：因促性腺激素分泌不足所引起的精子生成不足症。,注射劑,FOLLITROPIN BETA,,,,,,,,,,,,,,,,,,,,,
衛署菌疫輸字第000834號,保妊康匣式注射溶液900國際單位/1.08毫升,Puregon 900I.U./1.08ml solution for injection,1. 無排卵症(包括多囊性卵巢症候群，PCOS)，且對CLOMIPHENE CITRATE之治療無反應之婦女。2.受控制下之卵巢過度刺激，誘導多個濾泡發育，應用在各種人工協助生殖計劃。3.男性方面：因促性腺激素分泌不足所引起的精子生成不足症。,注射劑,FOLLITROPIN BETA,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036814號,司衛妥藥用漱口液０．２％（克羅希西定）,"SWEET TALK MEDICINAL GARGLE 0.2%(CHLORHEXIDINE) ""SINPHAR""",口腔消毒殺菌,漱口劑,CHLORHEXIDINE GLUCONATE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036815號,"""信東"" 美樂寧膠囊１００毫克（美諾四環素）",MINOLINE CAPSULES 100MG (MINOCYCLINE),革蘭氏陽性、陰性菌、立克次氏體及巨型濾過性病毒等引起之感染症。,膠囊劑,MINOCYCLINE (HCL),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036817號,"""大豐""胃康錠400毫克","Cimetidine Tablet 400mg""T.F.""",胃潰瘍、十二指腸潰瘍、消化性食道炎、上胃腸道糜爛或潰瘍引起之出血、再發性潰瘍、孔性潰瘍、膽囊纖維變性併發有胰臟功能不全時之補助療法。,錠劑,CIMETIDINE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036823號,"""東洲"" 平他行腸溶糖衣錠１００公絲（配妥西菲林）","PENTATHIN E.S.C. TABLETS 100MG (PENTOXIFYLLINE) ""ORIENTAL""",末梢血管循環障礙。,腸溶糖衣錠,PENTOXIFYLLINE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036824號,福樂目得朗眼用懸液０．０２％（膚樂美爽）,"FLUOROMETHOLONE OPHTHALMIC SUSPENSION 0.02% ""OASIS""",外眼部之炎症疾患（眼瞼炎、結膜炎、角膜炎、強膜炎、上強膜炎等）。,點眼懸液劑,FLUOROMETHOLONE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036827號,潔汝液０．２３％（普威隆碘）,"JENNY SOLUTION 0.23%  ""SHENG CHUN""(POVIDONE IODINE)",輕度陰道刺激，搔癢及疼腫之緩解。,外用液劑,POVIDONE-IODINE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036838號,〝信隆〞美克痛膜衣錠１００公絲（減必寧痛）,"MECOTON F.C. TABLET 100MG (MEPIRIZOLE) ""S.L.""",下述疾患之鎮痛及消炎：腰痛症、神經痛、扁桃腺炎、咽喉頭炎、膀胱炎、齒髓炎、手術及外傷後之鎮痛、消炎。,膜衣錠,MEPIRIZOLE (EPIRIZOLE),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036840號,"""衛達""本得保膠囊","BENDOPA CAPSULES ""WEIDAR""",帕金森氏症。,膠囊劑,LEVODOPA;;BENSERAZIDE (HCL),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036841號,"""汎生""塞普樂糖漿0.4毫克/毫升（塞浦希他定）","CYPRO SYRUP 0.4MG/ML (CYPROHEPTADINE) ""PANBIOTIC""",蕁麻疹、枯草熱、血管神經性鼻炎、皮膚搔癢症、皮膚炎、接觸性皮膚炎、過敏性氣喘、血清病、暈動病、美尼攸氏病。,糖漿劑,CYPROHEPTADINE HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036844號,速暢壓錠100毫克,BETTERLOCK TABLETS 100 MG,高血壓、狹心症。,錠劑,METOPROLOL TARTRATE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036845號,"""永勝""得克隆膜衣錠0.75公絲（迪皮質醇）","DECORON F.C. TABLET 0.75MG (DEXAMETHASONE) ""EVEREST""",過敏性皮膚疾患、過敏性鼻炎、支氣管性氣喘、藥物過敏、風濕性關節炎、膠原病、潰瘍性大腸炎、副腎皮質機能不全。,膜衣錠,DEXAMETHASONE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036846號,"""南光"" 好立喜注射劑（西華定）","NAKACEF INJECTION  (CEPHRADINE) ""N.K.""",葡萄球菌、鏈球菌、肺炎雙球菌、腦膜炎球菌及其他具有感受性細菌引起之感染症。,乾粉注射劑,CEPHRADINE;;CEPHRADINE;;CEPHRADINE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036847號,”長安”傷口消毒液(普維酮-碘),Disinfectant Solution “C.A.”(Povidone-iodine),傷口消毒。,液劑,POVIDONE-IODINE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036848號,每福敏錠５００公絲（二甲二脈）,"METFORMIN TABLETS 500MG ""S.F.""",成年型糖尿病（對ＳＵＬＦＯＮＹＬＵＲＥＡ類藥物治療失敗的糖尿病患者）。,錠劑,METFORMIN HCL (EQ TO METFORMIN HYDROCHLORIDE),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036849號,喜維雅錠５００公絲（抗壞血酸）,"SYLVIA TABLETS 500MG (ASCORBIC ACID) ""ROOT""",壞血病、齒齦出血、維他命Ｃ缺乏症。,錠劑,ASCORBIC ACID (VIT C),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036851號,立康錠５０公絲（本補麻隆）,"LICONTABLETS 50MG (BENZBROMARONE) ""F.S.""",痛風、高尿酸血症。,錠劑,BENZBROMARONE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036852號,寶碘液１０％（普威隆碘）,"POVIDONE-IODINE SOLUTION 10% ""TE LI""",皮膚、傷口、粘膜之消毒、殺菌。,外用液劑,POVIDONE-IODINE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036853號,"""瑪科隆""結磷鈣錠６６７毫克（醋酸鈣）","ACE-CAL TABLETS 667 MG (CALCIUM ACETATE) ""MACRO""",腎衰竭末期的高磷酸鹽血症。,錠劑,CALCIUM ACETATE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036854號,"""壽元""金杏錠9.6毫克（白果配醣體）","GINKO TABLETS 9.6MG ""S.Y."" (GINKGOFLAVONGLYCOSIDE)",末梢血管障礙。,錠劑,GINKGO BILOBA FOLIUM EXTRACT,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036856號,"""生達"" 斑麗白乳膏４％（氫醌）","DEFRECK CREAM 4% ""STANDARD"" (HYDROQINONE)",雀斑、黑斑。,乳膏劑,HYDROQUINONE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036857號,敵血栓糖衣錠２５０公絲（梯可比定）,"DECLOT S.C. TABLETS 250MG (TICLOPIDINE) ""WEIDAR""",適用於曾發生完成性栓塞型中風（ＣＯＭＰＬＥＴＥＤ　ＴＨＲＯＭＢＯＴＩＣＳＴＲＯＫＥ）及有中風前兆（ＳＴＲＯＫＥ　ＰＲＥＣＵＲＳＯＲＳ），且不適於使用ＡＳＰＩＲＩＮ之患者。,糖衣錠,TICLOPIDINE HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036859號,咳平錠６０公絲（艾多普利因）,"KERPIN TABLETS 60MG (IODOPROPYLIDENE GLYCEROL) ""PTOSHEN""",袪痰（氣管炎、支氣管性氣喘、肺氣腫、支氣管炎等呼吸道疾病所引起喀痰）。,錠劑,IODINATED GLYCEROL (IODOPROPYLIDENE GLYCEROL),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036863號,吐福栓劑１０毫克（多普利杜）,DOMPER SUPPOSITORIES 10MG (DOMPERIDONE),無法口服情況下，用於噁心、嘔吐的症狀治療，糖尿病引起的胃腸蠕動異常。,栓劑,DOMPERIDONE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036865號,“瑪科隆”蜜可舒乳膏２００毫克/公克（雅潔麗酸）,LEO CREAM 200MG/GM “MACRO”(AZELAIC ACID),尋常性痤瘡。,乳膏劑,AZELAIC ACID,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036866號,利拉西林肌肉注射劑１公克,LILACILLIN INTRAMUSCULAR 1GM,有感受性之綠膿菌、大腸菌、葡萄球菌、鏈鎖球菌、肺炎雙球菌等所引起之感染症。,注射劑,SULBENICILLIN DISODIUM;;MEPIVACAINE HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036868號,"""應元""維他命Ｃ注射液２５０公絲/公撮","VITAMIN C INJECTION 250MG/ML ""Y.Y.""",壞血病、維命他Ｃ缺乏症。,注射劑,ASCORBIC ACID (VIT C),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036874號,維達－Ｅ糖衣錠１００公絲（維生素Ｅ）,"VETAY-E S.C. TABLETS 100MG (DL-*-TOCOPHERO ACETATAE) ""YUNG SHIN""",維生素Ｅ缺乏症,糖衣錠,TOCOPHEROL ACETATE ALPHA DL-,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036877號,"""葡萄王""舒癢寧溶液２０毫克/毫升（鹽酸二苯安明）","SUYAMINE SOLURION 20MG/ML ""GRAPE"" (DIPHENHYDRAMINE HCl)",暫時緩解皮膚搔癢。,液劑,DIPHENHYDRAMINE HCL,,,,,,,,,,,,,,,,,,,,,
