許可證字號,中文品名,英文品名,適應症,劑型,主成分略述,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014351號,美奧迪注射液,MYODIL INJECTION,脊髓Ｘ光攝影顯影劑,注射劑,IOPHENDYLATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014352號,希必定粉,HIBITANE ACETATE POWDER,殺菌、消毒,外用粉劑,CHLORHEXIDINE ACETATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014353號,福來生,FLUOTHANE,吸入性全身麻醉,口腔吸入劑,HALOTHANE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014354號,膣可－皮黴益長效陰道栓劑１５０公絲,GYNO-PEVARYL DEPOT 150MG,陰道黴菌感染,栓劑,ECONAZOLE NITRATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014355號,速必瑞持續錠,SORBITRATE SA.,預防狹心症之發作,持續性藥效錠,ISOSORBIDE DINITRATE/LACTOSE;;ISOSORBIDE DINITRATE/LACTOSE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014356號,壓適妥錠１公絲,ESTULIC TABLETS 1MG,原發性及腎性高血壓,錠劑,GUANFACINE HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014357號,衛心根錠１０公絲,VISKEN TABLETS 10MG,高血壓,錠劑,PINDOLOL,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014358號,娠得霸錠,SANDOPART 50 I.U. BUCCAL TABLETS,臨盆子宮無收縮運動之引產促進子宮復舊及哺乳,錠劑,DESAMINOOXYTOCIN,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014359號,保乳調膠囊１０公絲,PARLODEL CAPSULES 10MG,產後（ＣＨＩＡＲＩ－ＦＲＯＭＭＥＬ）、原發性（ＡＲＧＯＮＺＤＥＬ　ＣＡＳＴＩＬＬＯ）、腫瘤（ＦＯＲＢＥＳ－ＡＬＢＲＩＧＨＴ）藥物引起（如某些抗精神病藥、避孕藥、抗高血壓藥）之乳漏症、催乳素引起之月經失調及不孕症、催乳素分泌腺瘤、抑制泌乳、催乳素有關之男性性機能減退及精子過少引起之不育症、產後初期乳腺炎、肢端肥大症、產後乳房充盈、催乳素引起之月經前症狀、原發性,膠囊劑,BROMOCRIPTINE (MESILATE),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014362號,壓適妥錠２公絲,ESTULIC TABLETS 2MG,原發性及腎性高血壓,錠劑,GUANFACINE (HCL),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014363號,保乳調膠囊５公絲,PARLODEL CAPSULES 5MG,產後（ＣＨＩＡＲＩＡ－ＦＲＯＭＭＥＬ）原發性（ＡＲＧＯＮＺＤＥＬ　ＣＡＯＴＩＬＬＳ）腫瘤（ＦＲＯＢＥＳ－ＡＬＢＲＩＧＨＴ）藥物引起（如某些抗精神病藥、避孕藥、抗高血壓藥）之乳漏症、催乳素引起之月經失調及不孕症、催乳素引起之月經前症狀、抑制泌乳、催乳素有關之男性性機能減退及精子過少引起之不孕症、產後乳房充盈、催乳素分泌腺瘤、原發性及腦炎後的帕金森氏病、產後初期,膠囊劑,BROMOCRIPTINE (MESILATE),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014365號,樂化奴錠２４０公絲,NOVERIL TABLETS 240MG,憂鬱病,錠劑,DIBENZEPIN HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014366號,平得樂,PINDOLOL,β型－交感神經阻斷劑,（粉）,PINDOLOL,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014367號,道得通注射液,DIHYDERGOT AMPOULES 1MG/ML,偏頭痛,注射劑,DIHYDROERGOTAMINE METHANESULPHONATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014368號,半琥珀酸培尼皮質醇,PREDNISOLONE HEMISUCCINATE,副腎皮質荷爾蒙,（粉）,PREDNISOLONE HEMISUCCINATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014371號,滅濕淨軟膏,MULTIFUNGIN (R) OINTMENT,皮膚黴菌感染症、繼發感染皮膚病,軟膏劑,BAMIPINE SALICYLATE (SOVENTOL SALICYLATE);;BROMOSALICYLCHLORANILIDE (BROMOCHLOROSALICYLANILIINATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014372號,滅濕淨液,MULTIFUNGIN SOLUTION,皮膚黴菌感染症、繼發感染皮膚病,外用液劑,BAMIPINE SALICYLATE (SOVENTOL SALICYLATE);;BROMOSALICYLCHLORANILIDE (BROMOCHLOROSALICYLANILIINATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014373號,蘇敏凝膏,SOVENTOL (R) JELLY,止癢、皮膚炎、皮膚疹、濕疹,凍膠,BAMIPINE LACTATE (SOVENTOL LACTATE),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014374號,德利克黴素軟膏,TRICHOMYCIN OINTMENT,皮膚黴菌病、念球菌、毛滴蟲引起之感染、白癬菌引起之感染症,軟膏劑,HACHIMYCIN (TRICHOMYCIN),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014375號,"""阿爾卑斯"" 消旋甲硫氨酸",Dl-Methionine,營養劑,（粉）,,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014376號,氨醯/庚因,CARBAMAZEPINE,抗癲癇劑,（粉）,CARBAMAZEPINE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014377號,青黴素普魯卡因及青黴素鉀,"PROCAINE PENICILLIN G AND POTASSIUM PENICILLIN G ""GLAXO""",抗生素,（粉）,PENICILLIN G PROCAINE (EQ TO BENZYLPENICILLIN PROCAINE);;PENICILLIN G POTASSIUM (BENZYLPENICILLIN POTASSIUM ),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014378號,康信黴素注射劑,KACIN INJECTION,對克耐黴素具有感受性之細菌引起之感染症,注射劑,KANAMYCIN (SULFATE),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014379號,每益多１５％注射液,15% MANNITOL INJECTION,利尿降顱內壓腦水腫促進毒物之尿中排除腎小球過濾速率之測定,注射劑,D-MANNITOL ,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014381號,施達西林－鉀５００公絲注射劑,HETACILLIN K INJECTION 500MG,葡萄球菌、鏈球菌、肺炎雙球菌、腦膜炎球菌及其他具有感受性細菌引起之感染症,注射劑,HETACILLIN (POTASSIUM),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014382號,施達西林－鉀２５０公絲注射劑,HETACILLIN K INJECTION 250MG,葡萄球菌、鏈球菌、肺炎雙球菌、腦膜炎球菌及其他具有感受性細菌引起之感染症,乾粉注射劑,EACH SOLVENT CONTAINS;;LIDOCAINE HCL;;HETACILLIN (POTASSIUM),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014383號,６％菌葡萄聚醣血漿增量劑,6% DEXTRAN INJECTION,手術及外傷性休克之預防及治療、手術前後用來補充血量、燒傷、產科及婦科之失血及休克,注射劑,DEXTROSE;;DEXTRAN (DEXTRANS),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014384號,柳酸胺,SALICYLAMIDE,鎮痛、消炎,（粉）,SALICYLAMIDE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014385號,氨基苯甲酸乙酯,ETHYL AMINOBENZOATE,局部麻醉劑,（粉）,BENZOCAINE (ETHYL AMINOBENZOATE),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014386號,可樂喜定錠０．５公絲,"COLCHICINE TABLETS 0.5MG ""SHIONOGI""",痛風,錠劑,COLCHICINE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014387號,蛋白質水解物,"PROTEIN HYDROLYSATES ""DAIGO""",營養劑,（粉）,PROTEIN HYDROLYSATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014388號,鹽酸硫胺,"THIAMINE HYDROCHLORIDE ""E.MERCK""",維他命Ｂ１缺乏症,（粉）,THIAMINE HYDROCHLORIDE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014390號,羥/酸亥多西任,"VISTARIL BULK ""PFIZER""",精神安定劑,（粉）,HYDROXYZINE PAMOATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014392號,檸檬酸歐西拉汀,OXELADINE CITRATE,鎮咳劑,（粉）,OXELADIN CITRATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014393號,異唑磺胺,SULFISOXAZOLUM JP,磺胺劑,（粉）,SULFISOXAZOLE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014394號,達淨磺胺,SULFADIAZINUM JP,磺胺劑,（粉）,SULFADIAZINE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014395號,嘧淨磺胺鈉,SULFISOMIDINUM NATRICUM JP,磺胺劑,（粉）,SULFISOMIDINE SODIUM,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014396號,嘧淨磺胺,SULFISOMIDINUM JP,磺胺劑,（粉）,SULFISOMIDINE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014397號,異丙基安替比林,ISOPROPYLANTIPYRINE,鎮痛、解熱,（粉）,PROPYPHENAZONE (ISOPROPYPHENAZONE),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014398號,必爾安眠糖衣錠,HIRNAMIN SUGAR COATED TABLES,躁病、精神病狀態、噁心、嘔吐、攻擊性與破壞性之行為障礙,糖衣錠,METHOTRIMEPRAZINE (MALEATE),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014399號,苯磺胺,SULFANILAMIDUM JP,磺胺劑,（粉）,SULFANILAMIDE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014400號,氨乙基磺酸,ACIDUM AMINOAETHYLSULFONICUM JP (TAURINE),營養劑,（粉）,TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014401號,護眼康眼用懸濁液,FLUCON STERILE OPHTHALMIC SUSPENSION,眼瞼炎、結膜炎、角膜炎、強膜炎、上強膜炎、虹彩炎、虹彩毛樣體炎　　　＊＊Ｎ）ＳＯＤＩＵＭ　ＨＹＤＲＯＸＩＤＥ　ＡＮＤ？ＯＲ　（１）　ＨＹＤＲＯＣＨＬＯＲＩＣ　ＡＣＩＤ；ＰＯＬＹＶＩＮＹＬ　ＡＬＣＯＨＯＬ＝８７－８９％ＨＹＤＲＯＬＹＳＩＳ，ＶＩＳＣＯＳＩＴＹ　４％．,點眼懸液劑,FLUOROMETHOLONE;;FLUOROMETHOLONE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014402號,益可補膠囊１００公絲,E-CAP 100MG,末梢血行障礙、習慣性流產、維他命Ｅ缺乏症,膠囊劑,TOCOPHEROL ACETATE ALPHA DL-,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014403號,磺胺/唑,SULFATHIAZOLUM JP,磺胺劑,（粉）,SULFATHIAZOLE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014404號,發涸斯迪革敏注射液,VAGOSTIGMIN INJECTION,排尿困難,注射劑,NEOSTIGMINE METHYLSULFATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014405號,穩他眠注射液０．５％,WINTERMIN INJECTION 0.5%,躁病、精神病狀態、噁心、嘔吐、攻擊性與破壞性之行為障礙,注射劑,CHLORPROMAZINE HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014406號,阿丹,TRIHEXYPHENIDYL HYDROCHLORIDE (ARTANE R),帕金森氏症,（粉）,TRIHEXYPHENIDYL HCL (EQ TO BENZHEXOL HYDROCHLORIDE),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014407號,玉蜀黍澱粉,CORN STARCH AMAIZO,稀釋劑、黏著劑,（粉）,CORN STARCH (EQ TO STARCH MAYDIS)(EQ TO MAIZE STARCH),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014408號,雙甲基異二氮二烯位圜配尼西林,HETACILLIN,葡萄狀球菌、鏈鎖球菌、肺炎雙球菌、大腸菌、赤痢菌及綠膿菌引起之感染症,（粉）,HETACILLIN,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014409號,斯斑高止血棉狀膠塊,SPONGOSTAN,止血劑,衛生材料,GELATIN,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014410號,二甲異丙藍青磺酸　〝甲南〞,"1,4-DIMETHYL-7-ISOPROPYL-AZULENE",抗炎劑,原料藥溶液劑,"GUAIAZULENE (1,4-DIMETHYL-7-ISOPROPYL AZULENE)",,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014411號,道林,ACID. AMINOAETHYLSULFON. (TAURINE),營養劑,（粉）,TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014412號,安脈寧錠,ANGININ,末梢血管循環障礙,錠劑,,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014413號,合成矽酸鋁,ALUMINII SILICAS SYNTHETICUS,制酸吸著劑,（粉）,ALUMINUM SILICATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014414號,益舒達錠,INCIDAL TABLETS,過敏性鼻炎、呼吸道過敏、過敏性疾患,錠劑,MEBHYDROLINE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014415號,皮質酮,CORTISONE FREE,腎上腺皮質荷爾蒙,（粉）,CORTISONE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014416號,鹽酸/甲嘧唑/,NAPHAZOLINE HCL,副交感神經興奮劑,（粉）,NAPHAZOLINE HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014418號,  醯胺,PYRAMIDE (PYRAZINAMIDE),肺結核、喉頭結核、腸結核,（粉）,PYRAZINAMIDE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014419號,鹽酸本基達明,BENZIDAMINA HCL,解熱、鎮痛,（粉）,BENZYDAMINE HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014420號,氰鈷胺,VITAMIN B12 CRYST,維生素Ｂ１２缺乏症,原料藥結晶性粉末,CYANOCOBALAMIN (VIT B12),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014421號,柳酸鈉,SODIUM SALICYLATE,解熱鎮痛劑,（粉）,SODIUM SALICYLATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014422號,鹽酸米克利進,MECLIZINE HCL,抗暈劑,（粉）,MECLIZINE 2HCL ( EQ TO MECLIZINE DIHYDROCHLORIDE ),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014423號,達美磺胺鈉,SULFADIMETHOXINE NATRIUM,磺胺劑,（粉）,SULFADIMETHOXINE SODIUM,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014424號,菸鹼醯胺,"NICOTINAMIDE ""E. MERCK""",菸鹼醯胺缺乏症,（粉）,NIACINAMIDE (NICOTINAMIDE),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014425號,維他命Ｋ１,"VITAMIN K1 ""E.MERCK""",維他命Ｋ１缺乏症,原料藥溶液劑,PHYTOMENADIONE(VIT K1),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014426號,抗壞血酸,"ASCORBIC ACID CRYST ""E.MERCK""",維他命Ｃ缺乏症,原料藥結晶性粉末,ASCORBIC ACID (VIT C),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014427號,滴露乳膏,DETTOL CREAM,殺菌、消毒,乳膏劑,"CHLOROXYLENOL (4-CHLORO-3,5-XYLENOL)",,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014428號,適力百舒膠囊１０公絲,SEREPAX CAPSULES 10MG,焦慮狀態,膠囊劑,OXAZEPAM,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014429號,易滴連錠５０公絲,EDECRIN TABLETS 50MG,利尿、高血壓,錠劑,ETHACRYNIC ACID,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014430號,維生素Ｋ４,"MENDADIONE DIACETATE ""E.MERCK""",維他命Ｋ缺乏症,（粉）,MENADIOL DIACETATE (ACETOMENAPHTHONE),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014432號,衛可生凍晶注射劑５公絲,VINCRISTINE PHARMACHEMIE 5MG FREEZE DRIED POWDER FOR INJECTION,淋巴肉瘤、網細胞肉瘤、何杰金氏病、急性白血病,凍晶注射劑,VINCRISTINE SULFATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014433號,歐莎若南,OXAZOLAM,鎮靜、安眠,（粉）,OXAZOLAM,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014434號,衛可生凍晶注射劑１公絲,VINCRISTINE PHARMACHEMIE 1MG FREEZE DRIED POWDER FOR INJECTION,淋巴肉瘤、何杰金氏病、網細胞肉瘤、急性白血病,凍晶注射劑,VINCRISTINE SULFATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014435號,特黴素,TOBRAMYCIN,革蘭氏陽性、陰性菌、立克次氏體及巨型濾過性病毒感染症,（粉）,TOBRAMYCIN,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014436號,文克斯汀注射液１公絲/１０公撮,"VINCRISTINE SULPHATE FOR INJECTION 1MG ""DBL""",急性白血病,乾粉注射劑,VINCRISTINE SULFATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014437號,美信寧,"DL-METHIONINE ""E.MERCK""",營養補充劑,（粉）,METHIONINE DL-,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014438號,百脂喜妥膜衣錠,PERYCIT TABLETS 250MG,高脂質血症及末梢血管循環障礙,膜衣錠,NICERITROL,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014440號,樂朗－祐膠囊,RARAN-U CAPSULES,胃酸過多、胃部不適感、胃部膨滿感、噁心、嘔吐、胃痛,膠囊劑,HYDROTALCITE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014441號,服乃清懸浮液,MONOTIM SUSPENSION,由革蘭氏陽性、陰性菌引起之呼吸道或尿道染感症,懸液劑,TRIMETHOPRIM,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014444號,文克斯汀注射液２公絲/１０公撮,"VINCRINSTINE SULPHATE FOR INJECTION 2MG ""DBL""",急性白血症,注射劑,VINCRISTINE SULFATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014445號,盧丁,"RUTIN  ""KOWA""",類生物？,（粉）,RUTIN,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014446號,安病疾錠,AMBEZIM ORAL,手術後及外傷後腫脹之緩解,錠劑,CHYMOTRYPSIN;;TRYPSIN,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014447號,檸檬酸尼卡密特,NICAMETATE CITRATE MONOHYDRATE,血管擴張劑,（粉）,NICAMETATE CITRATE MONOHYDRATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014448號,舒活－小時持續性膠囊１００公絲,THEO-24 100MG CR CAPSULES,氣喘及支氣管痙攣,膠囊劑,THEOPHYLLINE ANHYDROUS,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014449號,樂通寧２５０公絲注射劑,LUTEOCRIN DEPOT 250MG,習慣流產、先兆流產、月經閉止、痛經,注射劑,HYDROXYPROGESTERONE 17-ALPHA- CAPROATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014451號,硫辛酸胺,THIOCTAMIDE,維持肝臟機能,（粉）,THIOCTIC ACID AMIDE (THIOCTAMIDE),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014452號,得利嘔明糖衣錠２公絲,TRIOMIN TABLETS 2 MG,精神病狀態、噁心、嘔吐,糖衣錠,PERPHENAZINE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014453號,泰滅淨,SULFAMONOMETHOXINE,磺胺劑,（粉）,SULFAMONOMETHOXINE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014454號,泛醇,"PANTOTHENYL ALCOHOL ""DAIICHI""",營養劑,（粉）,PANTHENOL D- (EQ TO D-PANTHENOL),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014455號,迫抗敵嗽,DIBUNATE SODIUM,鎮咳劑,（粉）,"DIBUNATE SODIUM (CORTEMIN SSODIUM 2,6-DI-TERTIAR",,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014456號,心多克點滴注射液,CEDOCARD I.V. INFUSION,心臟衰竭,注射劑,ISOSORBIDE DINITRATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014457號,辛氧基醇－３－磺酸鈉,SODIUM OCTOXYNOL-3-SULFONATE,清潔劑,原料藥溶液劑,OCTOXYNOL-3-SULFONATE SODIUM (ENTSUFON SODIUM),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014458號,溶核/注射劑一百萬單位,"DEANASE INJECTION 1,000,000 U",下列諸症狀所引起之發炎、腫脹、滲出以及化膿症狀之緩解：（支氣管炎、肺炎、慢性支氣管氣喘、支氣管擴張症、乳房膿瘍、胸膜炎、膿胸、肺膿瘍、氣管縫合術後、竇炎、挫傷、潰瘍及伴有化膿、發炎、腫脹之外科病症）,注射劑,DESOXYRIBONUCLEASE PANCREATIC,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014459號,溶拉/注射劑廿五萬單位,"DEANASE INJECTION 250,000 U",下列諸症所引起之發炎、腫脹、滲出以及化膿等症狀之緩解：（支氣管炎、肺炎、慢性支氣管氣喘、支氣管擴張症、乳房膿瘍、胸膜炎、膿胸、肺膿瘍、氣管縫合術後、竇炎、挫傷、潰瘍及伴有化膿、發炎、腫脹之外科病症）,注射劑,DESOXYRIBONUCLEASE PANCREATIC,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014460號,異位舒丹壽露噴霧劑,"SEDANSOL ""ISO""",支氣管氣喘、氣喘樣呼吸困難、氣喘樣氣管加答兒,口腔噴液劑,ISOPROTERENOL SULFATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014461號,康彼身腸衣錠,COMBIZYM ENTERIC COATED TABLET,幫助消化。,腸溶糖衣錠,PANCREATIN (DIASTASE VERA);;ASPERGILLUS ORYZAE ENZYME,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014461號,康彼身腸衣錠,COMBIZYM ENTERIC COATED TABLET,幫助消化。,腸溶糖衣錠,PANCREATIN (DIASTASE VERA);;ASPERGILLUS ORYZAE ENZYME,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014462號,樂立舒注射液,NORFLEX INJECTION,帕金森氏病,注射劑,ORPHENADRINE CITRATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014463號,乙醯水楊酸,ACETYLSALICYLIC ACID,解熱鎮痛,（粉）,ASPIRIN,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014465號,苯丁/唑酮,PHENYLBUTAZONE,解熱、鎮痛、抗炎,（粉）,PHENYLBUTAZONE (DI-PHENYLBUTAZONE),,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014466號,甲氧基噠/磺胺,SULFAMETHOXYPYRIDAZINE,磺胺劑,（粉）,SULFAMETHOXYPYRIDAZINE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014467號,快舒服噴霧劑,HISHIP S,筋肉痛、腰酸背痛、神經痛、止癢,外用氣化噴霧劑,DIPHENHYDRAMINE;;METHYL SALICYLATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014468號,二苯妥因鈉,DIPHENYLHYDANTOIN SODIUIN,抗癲癇症,（粉）,PHENYTOIN SODIUM,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014469號,四利速黴素膠囊,TETRALYSAL CAPSULES 150MG,革蘭氏陽性、陰性菌立克次氏體及巨型濾過性病毒感症,膠囊劑,LYMECYCLINE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014470號,/唑磺胺,SULPHATHIAZOLE,磺胺劑,（粉）,SULFATHIAZOLE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014472號,縮蘋果酸氯菲安明,ALLERGIN (CHLORPHENIRAMINE MALEATE),抗組織胺劑,（粉）,CHLORPHENIRAMINE MALEATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014473號,天然珪酸鋁,NATURAL ALUMINUM SILICATE,制酸劑,（粉）,ALUMINUM SILICATE,,,,,,,,,,,,,,,,,,,,,
衛署藥輸字第014474號,普拉多琳注射劑,PLATONIN INJECTION,火傷、熱傷、凍傷、切創傷、皮膚潰瘍,注射劑,PLATONIN;;DEXTROSE,,,,,,,,,,,,,,,,,,,,,
